,title,authors,average_rating,title_lower,categories,description,thumbnail,published_year,combined_features
992,Blackberry Wine,Joanne Harris,3.8,blackberry wine,Brewing,"Everyday Magic, He Called It. The Transformation Of Base Matter Into The Stuff Of Dreams. Layman S Alchemy.Jay Mackintosh Is Trapped By Memory In The Old Familiar Landscapes Of His Childhood, More Enticing Than The Present, And To Which He Longs To Return.A Bottle Of Home-Brewed Wine Left To Him By A Long-Vanished Friend Seems To Provide Both The Key To An Old Mystery And A Doorway Into Another World. As The Unusual Properties Of The Strange Brew Take Effect, Jay Escapes To A Derelict Farmhouse In The French Village Of Lansquenet, Where A Ghost From The Past Waits To Confront Him, And The Reclusive Marise Haunted, Lovely And Dangerous Hides A Terrible Secret Behind Her Closed Shutters. Between Them, A Mysterious Chemistry. Or Could It Be Magic?",http://books.google.com/books/content?id=a4VwRkslUcQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001.0,"blackberry wine,Joanne Harris,Brewing,Everyday Magic, He Called It. The Transformation Of Base Matter Into The Stuff Of Dreams. Layman S Alchemy.Jay Mackintosh Is Trapped By Memory In The Old Familiar Landscapes Of His Childhood, More Enticing Than The Present, And To Which He Longs To Return.A Bottle Of Home-Brewed Wine Left To Him By A Long-Vanished Friend Seems To Provide Both The Key To An Old Mystery And A Doorway Into Another World. As The Unusual Properties Of The Strange Brew Take Effect, Jay Escapes To A Derelict Farmhouse In The French Village Of Lansquenet, Where A Ghost From The Past Waits To Confront Him, And The Reclusive Marise Haunted, Lovely And Dangerous Hides A Terrible Secret Behind Her Closed Shutters. Between Them, A Mysterious Chemistry. Or Could It Be Magic?"
993,Saving Faith,David Baldacci,3.88,saving faith,Fiction,"When lobbyist Faith Lockhart stumbles upon a corruption scheme at the highest levels of government, she becomes a dangerous witness who the most powerful men in the world will go to any lengths to silence in this #1 New York Times bestselling thriller. In a secluded house not far from Washington, D.C., the FBI is interviewing one of the most important witnesses it has ever had: a young woman named Faith Lockhart. For Faith has done too much, knows too much, and will tell too much. Feared by some of the most powerful men in the world, Faith has been targeted to die. But when a private investigator walks into the middle of the assassination attempt, the shooting suddenly goes wrong, and an FBI agent is killed. Now Faith Lockhart must flee for her life--with her story, her deadly secret, and an unknown man she's forced to trust...",http://books.google.com/books/content?id=twgvDm-fjRMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2000.0,"saving faith,David Baldacci,Fiction,When lobbyist Faith Lockhart stumbles upon a corruption scheme at the highest levels of government, she becomes a dangerous witness who the most powerful men in the world will go to any lengths to silence in this #1 New York Times bestselling thriller. In a secluded house not far from Washington, D.C., the FBI is interviewing one of the most important witnesses it has ever had: a young woman named Faith Lockhart. For Faith has done too much, knows too much, and will tell too much. Feared by some of the most powerful men in the world, Faith has been targeted to die. But when a private investigator walks into the middle of the assassination attempt, the shooting suddenly goes wrong, and an FBI agent is killed. Now Faith Lockhart must flee for her life--with her story, her deadly secret, and an unknown man she's forced to trust..."
994,Looking for God in Harry Potter,John Granger,4.13,looking for god in harry potter,Literary Criticism,"Provides a Christian interpretation of the first six books, arguing that the series supports biblical teaching as opposed to the practice of the occult, and offers insights into character names, imagery, and themes.",http://books.google.com/books/content?id=2GZlm91NNEgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006.0,"looking for god in harry potter,John Granger,Literary Criticism,Provides a Christian interpretation of the first six books, arguing that the series supports biblical teaching as opposed to the practice of the occult, and offers insights into character names, imagery, and themes."
995,The Rough Guide to Vietnam,Rough Guides/Jan Dodd/Mark Lewis/Ron Emmons,3.89,the rough guide to vietnam,Travel,"A travel guidebook to Vietnam. Recommends accommodations, restaurants and attractions for various budgets.",http://books.google.com/books/content?id=CoGAPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006.0,"the rough guide to vietnam,Rough Guides/Jan Dodd/Mark Lewis/Ron Emmons,Travel,A travel guidebook to Vietnam. Recommends accommodations, restaurants and attractions for various budgets."
996,What the Corpse Revealed,Hugh    Miller,3.79,what the corpse revealed,True Crime,An expert in forensic medicine presents sixteen cases drawn from scientific files all around the world to show how technology and forensic science combine to find the answers to many crimes that seem unsolvable. Reprint.,http://books.google.com/books/content?id=7XyFr-Le_94C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2000.0,"what the corpse revealed,Hugh    Miller,True Crime,An expert in forensic medicine presents sixteen cases drawn from scientific files all around the world to show how technology and forensic science combine to find the answers to many crimes that seem unsolvable. Reprint."
997,The Lord of the Rings,J.R.R. Tolkien/Brian Sibley/Michael Bakewell/Stephen  Oliver/Ian Holm/Michael Hordern/Robert Stephens/John Le Mesurier/Peter Woodthorpe/Gerard  Murphy/Hugh Dickson/Peter Vaughan/Peter Howell,4.5,the lord of the rings,"Baggins, Frodo (Fictitious character)","Sauron has gathered the Rings of Power - the means by which he will be able to rule the world. All he needs now is the Ruling Ring, which has fallen into the hands of the hobbit Bilbo Baggins. Frodo Baggins is entrusted to foil Sauron's plans.",,2001.0,"the lord of the rings,J.R.R. Tolkien/Brian Sibley/Michael Bakewell/Stephen  Oliver/Ian Holm/Michael Hordern/Robert Stephens/John Le Mesurier/Peter Woodthorpe/Gerard  Murphy/Hugh Dickson/Peter Vaughan/Peter Howell,Baggins, Frodo (Fictitious character),Sauron has gathered the Rings of Power - the means by which he will be able to rule the world. All he needs now is the Ruling Ring, which has fallen into the hands of the hobbit Bilbo Baggins. Frodo Baggins is entrusted to foil Sauron's plans."
998,The Ice Storm,Rick Moody,3.66,the ice storm,Fiction,"The year is 1973. As a freak winter storm bears down on an exclusive, affluent suburb in Connecticut, cark skid out of control, men and women swap partners, and their children experiment with sex, drugs, and even suicide. Here two families, the Hoods and the Williamses, com face-to-face with the seething emotions behind the well-clipped lawns of their lives-in a novel widely hailed as a funny, acerbic, and moving hymn to a dazed and confused era of American life.",http://books.google.com/books/content?id=8I-oYgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002.0,"the ice storm,Rick Moody,Fiction,The year is 1973. As a freak winter storm bears down on an exclusive, affluent suburb in Connecticut, cark skid out of control, men and women swap partners, and their children experiment with sex, drugs, and even suicide. Here two families, the Hoods and the Williamses, com face-to-face with the seething emotions behind the well-clipped lawns of their lives-in a novel widely hailed as a funny, acerbic, and moving hymn to a dazed and confused era of American life."
999,Garden State,Rick Moody,3.07,garden state,Teenagers,"This first novel by the acclaimed author of Demonology and The Ice Storm traces a group of friends in Haledon, New Jersey, through one Spring in their rocky passage towards adulthood. The kids are out of school, trying to start a band, trying to find work; looking for something to do within the degraded terrain of their suburban hometown. Garden State starkly captures the lyricism of their lives in an intense and unforgettable story of friendship and betrayal.",http://books.google.com/books/content?id=ve3aPQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002.0,"garden state,Rick Moody,Teenagers,This first novel by the acclaimed author of Demonology and The Ice Storm traces a group of friends in Haledon, New Jersey, through one Spring in their rocky passage towards adulthood. The kids are out of school, trying to start a band, trying to find work; looking for something to do within the degraded terrain of their suburban hometown. Garden State starkly captures the lyricism of their lives in an intense and unforgettable story of friendship and betrayal."
1000,Firefly,Piers Anthony,3.25,firefly,Fiction,"The inhabitants of a remote estate in Florida's savannah country fall under the spell of a horrible predator who inflames and perverts their sexual desires, leading to a series of bizarre and deadly encounters",http://books.google.com/books/content?id=eYQVOMmb0hMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1992.0,"firefly,Piers Anthony,Fiction,The inhabitants of a remote estate in Florida's savannah country fall under the spell of a horrible predator who inflames and perverts their sexual desires, leading to a series of bizarre and deadly encounters"
1001,Hard Sell,Piers Anthony,3.38,hard sell,Fiction,"Mr. Fisk Centers buys real estate on Mars, where he drives a supersonic car in a suicide race and visits a robot mortician for a sample embalming. Reprint.",http://books.google.com/books/content?id=9IdIpyHRLfAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1993.0,"hard sell,Piers Anthony,Fiction,Mr. Fisk Centers buys real estate on Mars, where he drives a supersonic car in a suicide race and visits a robot mortician for a sample embalming. Reprint."
1002,Killobyte,Piers Anthony,3.56,killobyte,Fiction,"With the magic of Killobyte, a wheelchair-bound cop stands and fights an army of sorcerers, a heartbroken girl heals her pain through role-playing, and a mystery player satisfies his urge to kill. Reprint.",http://books.google.com/books/content?id=jHdFtAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1994.0,"killobyte,Piers Anthony,Fiction,With the magic of Killobyte, a wheelchair-bound cop stands and fights an army of sorcerers, a heartbroken girl heals her pain through role-playing, and a mystery player satisfies his urge to kill. Reprint."
